pathname,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,target
karabin/(1).jpg,5.0,5.0,6.0,14.0,15.0,3.0,6.0,14.0,7.0,2.0,6.0,9.0,18.0,6.0,12.0,4.0,2.0,8.0,7.0,9.0,4.0,138.0,5.0,11.0,9.0,5.0,3.0,8.0,3.0,3.0,1.0,11.0,7.0,6.0,12.0,4.0,16.0,35.0,51.0,10.0,karabin
karabin/(79).jpg,6.0,12.0,2.0,9.0,10.0,81.0,16.0,5.0,5.0,1.0,17.0,12.0,16.0,4.0,15.0,2.0,2.0,7.0,2.0,7.0,6.0,1.0,9.0,10.0,3.0,33.0,5.0,14.0,9.0,2.0,11.0,25.0,50.0,11.0,39.0,3.0,10.0,9.0,11.0,8.0,karabin
karabin/(40).jpg,2.0,53.0,12.0,32.0,22.0,8.0,25.0,7.0,4.0,4.0,60.0,16.0,46.0,4.0,10.0,0.0,2.0,2.0,9.0,4.0,17.0,0.0,13.0,4.0,12.0,12.0,0.0,21.0,16.0,3.0,1.0,4.0,25.0,15.0,6.0,5.0,6.0,3.0,2.0,13.0,karabin
karabin/(4).jpg,8.0,10.0,9.0,34.0,25.0,18.0,8.0,15.0,5.0,7.0,9.0,22.0,9.0,5.0,7.0,1.0,0.0,7.0,2.0,7.0,1.0,56.0,4.0,3.0,14.0,13.0,2.0,8.0,8.0,5.0,1.0,50.0,24.0,5.0,23.0,7.0,9.0,26.0,27.0,6.0,karabin
karabin/(63).jpg,9.0,13.0,18.0,12.0,15.0,26.0,6.0,9.0,4.0,9.0,16.0,16.0,15.0,2.0,8.0,5.0,6.0,6.0,3.0,5.0,7.0,67.0,5.0,6.0,26.0,19.0,13.0,7.0,4.0,4.0,10.0,8.0,3.0,9.0,15.0,10.0,8.0,32.0,36.0,8.0,karabin
karabin/(64).jpg,6.0,5.0,9.0,27.0,18.0,33.0,8.0,4.0,3.0,9.0,13.0,41.0,10.0,4.0,2.0,11.0,1.0,3.0,6.0,0.0,6.0,9.0,9.0,2.0,5.0,29.0,11.0,10.0,13.0,5.0,24.0,35.0,48.0,7.0,23.0,6.0,24.0,9.0,5.0,8.0,karabin
karabin/(76).jpg,9.0,2.0,6.0,11.0,16.0,17.0,3.0,4.0,7.0,7.0,7.0,30.0,6.0,8.0,2.0,6.0,0.0,5.0,2.0,2.0,5.0,24.0,6.0,4.0,12.0,17.0,1.0,3.0,3.0,7.0,8.0,87.0,65.0,4.0,24.0,5.0,23.0,26.0,22.0,4.0,karabin
karabin/(39).jpg,8.0,14.0,3.0,8.0,0.0,18.0,7.0,2.0,4.0,2.0,13.0,30.0,9.0,5.0,57.0,3.0,7.0,12.0,2.0,2.0,4.0,8.0,8.0,6.0,0.0,18.0,42.0,3.0,5.0,3.0,2.0,44.0,66.0,7.0,34.0,2.0,22.0,2.0,6.0,12.0,karabin
karabin/(83).jpg,7.0,41.0,4.0,6.0,3.0,11.0,10.0,3.0,2.0,5.0,10.0,21.0,6.0,11.0,1.0,3.0,3.0,4.0,12.0,4.0,4.0,11.0,5.0,9.0,4.0,3.0,8.0,2.0,4.0,8.0,4.0,9.0,81.0,5.0,21.0,13.0,115.0,12.0,7.0,8.0,karabin
karabin/(95).jpg,7.0,6.0,2.0,4.0,8.0,144.0,4.0,0.0,1.0,1.0,2.0,4.0,8.0,1.0,0.0,0.0,4.0,5.0,1.0,3.0,2.0,2.0,3.0,0.0,1.0,80.0,1.0,20.0,11.0,2.0,0.0,28.0,66.0,6.0,66.0,2.0,0.0,1.0,1.0,3.0,karabin
karabin/(34).jpg,18.0,8.0,17.0,21.0,14.0,1.0,16.0,5.0,7.0,8.0,17.0,11.0,15.0,23.0,12.0,11.0,7.0,18.0,11.0,14.0,8.0,12.0,12.0,15.0,14.0,6.0,25.0,10.0,9.0,9.0,4.0,11.0,1.0,17.0,14.0,13.0,1.0,23.0,32.0,10.0,karabin
karabin/(29).jpg,1.0,1.0,3.0,4.0,9.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,karabin
karabin/(12).jpg,14.0,12.0,11.0,5.0,2.0,40.0,11.0,6.0,2.0,14.0,23.0,12.0,11.0,13.0,8.0,2.0,9.0,9.0,4.0,13.0,8.0,9.0,20.0,11.0,6.0,26.0,21.0,9.0,15.0,10.0,2.0,31.0,33.0,15.0,31.0,7.0,7.0,7.0,4.0,7.0,karabin
karabin/(17).jpg,7.0,15.0,7.0,5.0,4.0,52.0,5.0,6.0,1.0,0.0,8.0,49.0,11.0,8.0,1.0,1.0,0.0,6.0,3.0,2.0,3.0,12.0,3.0,9.0,14.0,33.0,1.0,6.0,8.0,8.0,1.0,29.0,106.0,0.0,36.0,11.0,10.0,1.0,8.0,10.0,karabin
karabin/(14).jpg,10.0,22.0,51.0,16.0,15.0,4.0,8.0,11.0,10.0,20.0,11.0,4.0,15.0,7.0,9.0,21.0,4.0,19.0,8.0,15.0,2.0,2.0,15.0,6.0,3.0,5.0,30.0,21.0,11.0,10.0,6.0,29.0,1.0,15.0,15.0,34.0,4.0,2.0,5.0,4.0,karabin
karabin/(48).jpg,16.0,16.0,15.0,37.0,9.0,13.0,5.0,10.0,14.0,20.0,18.0,7.0,13.0,5.0,23.0,10.0,13.0,13.0,12.0,13.0,14.0,0.0,11.0,5.0,2.0,4.0,14.0,11.0,13.0,11.0,3.0,5.0,2.0,23.0,6.0,10.0,73.0,1.0,4.0,6.0,karabin
karabin/(35).jpg,5.0,7.0,5.0,28.0,9.0,2.0,4.0,12.0,8.0,7.0,6.0,5.0,9.0,5.0,39.0,17.0,10.0,6.0,5.0,3.0,2.0,4.0,6.0,9.0,5.0,9.0,65.0,4.0,31.0,2.0,28.0,18.0,22.0,7.0,14.0,3.0,53.0,6.0,14.0,6.0,karabin
karabin/(45).jpg,10.0,20.0,4.0,16.0,15.0,3.0,7.0,6.0,24.0,12.0,10.0,18.0,5.0,8.0,19.0,7.0,14.0,18.0,4.0,12.0,13.0,12.0,19.0,8.0,4.0,6.0,20.0,5.0,2.0,6.0,3.0,28.0,33.0,15.0,21.0,7.0,40.0,9.0,7.0,10.0,karabin
karabin/(5).jpg,4.0,4.0,4.0,11.0,6.0,7.0,7.0,6.0,14.0,4.0,7.0,5.0,5.0,2.0,21.0,22.0,12.0,8.0,2.0,5.0,1.0,6.0,5.0,3.0,3.0,7.0,27.0,14.0,18.0,5.0,55.0,22.0,1.0,7.0,17.0,2.0,4.0,3.0,2.0,1.0,karabin
karabin/(74).jpg,9.0,15.0,12.0,13.0,17.0,12.0,7.0,9.0,8.0,3.0,11.0,15.0,11.0,5.0,8.0,4.0,4.0,6.0,2.0,0.0,9.0,25.0,13.0,7.0,5.0,5.0,6.0,20.0,2.0,8.0,0.0,6.0,107.0,5.0,44.0,4.0,15.0,10.0,19.0,19.0,karabin
karabin/IMG_20201111_220155.jpg,5.0,24.0,12.0,15.0,21.0,16.0,7.0,3.0,3.0,2.0,22.0,15.0,32.0,10.0,3.0,3.0,3.0,6.0,3.0,5.0,9.0,26.0,2.0,6.0,8.0,16.0,7.0,13.0,11.0,5.0,3.0,20.0,16.0,6.0,36.0,17.0,17.0,23.0,34.0,15.0,karabin
karabin/(18).jpg,1.0,14.0,2.0,5.0,4.0,89.0,2.0,0.0,0.0,1.0,6.0,43.0,7.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,16.0,0.0,1.0,5.0,70.0,0.0,7.0,3.0,2.0,0.0,56.0,96.0,2.0,50.0,5.0,1.0,2.0,2.0,3.0,karabin
karabin/(87).jpg,22.0,4.0,9.0,1.0,2.0,16.0,9.0,19.0,2.0,5.0,14.0,3.0,9.0,43.0,10.0,4.0,5.0,23.0,9.0,4.0,5.0,60.0,3.0,19.0,8.0,12.0,5.0,7.0,7.0,4.0,28.0,9.0,1.0,6.0,8.0,3.0,1.0,46.0,47.0,8.0,karabin
karabin/(51).jpg,23.0,7.0,8.0,9.0,6.0,3.0,11.0,12.0,17.0,8.0,11.0,16.0,10.0,25.0,12.0,5.0,12.0,22.0,19.0,9.0,17.0,23.0,10.0,25.0,10.0,10.0,11.0,16.0,6.0,7.0,8.0,16.0,4.0,12.0,13.0,2.0,10.0,19.0,15.0,21.0,karabin
karabin/(56).jpg,4.0,15.0,18.0,19.0,5.0,12.0,31.0,5.0,1.0,1.0,38.0,8.0,28.0,10.0,0.0,1.0,4.0,4.0,19.0,27.0,15.0,10.0,11.0,6.0,16.0,4.0,0.0,6.0,9.0,30.0,9.0,5.0,6.0,26.0,14.0,23.0,6.0,20.0,20.0,14.0,karabin
karabin/(19).jpg,7.0,11.0,5.0,14.0,15.0,27.0,5.0,5.0,3.0,7.0,5.0,44.0,8.0,8.0,13.0,3.0,1.0,5.0,3.0,6.0,5.0,4.0,5.0,5.0,2.0,19.0,6.0,4.0,2.0,11.0,3.0,41.0,84.0,5.0,49.0,7.0,38.0,5.0,6.0,6.0,karabin
karabin/IMG_20201111_220143.jpg,3.0,32.0,2.0,16.0,4.0,57.0,5.0,5.0,9.0,2.0,29.0,22.0,25.0,8.0,22.0,2.0,8.0,9.0,4.0,0.0,11.0,26.0,8.0,9.0,9.0,5.0,7.0,55.0,22.0,1.0,10.0,4.0,7.0,21.0,10.0,3.0,2.0,4.0,13.0,9.0,karabin
karabin/(81).jpg,1.0,3.0,4.0,8.0,28.0,3.0,4.0,2.0,3.0,4.0,7.0,17.0,11.0,0.0,5.0,7.0,6.0,6.0,2.0,2.0,2.0,2.0,8.0,2.0,5.0,15.0,16.0,6.0,9.0,4.0,5.0,25.0,10.0,6.0,18.0,8.0,25.0,1.0,1.0,4.0,karabin
karabin/(99).jpg,2.0,42.0,30.0,22.0,0.0,11.0,34.0,5.0,2.0,2.0,65.0,5.0,62.0,2.0,1.0,0.0,1.0,1.0,4.0,2.0,10.0,0.0,27.0,2.0,1.0,13.0,0.0,13.0,3.0,10.0,0.0,21.0,7.0,27.0,23.0,38.0,11.0,0.0,0.0,1.0,karabin
karabin/(20).jpg,12.0,11.0,5.0,15.0,19.0,10.0,15.0,8.0,8.0,8.0,14.0,16.0,13.0,5.0,14.0,7.0,5.0,4.0,7.0,5.0,5.0,2.0,12.0,9.0,4.0,9.0,11.0,9.0,5.0,8.0,7.0,29.0,33.0,6.0,37.0,10.0,83.0,8.0,3.0,9.0,karabin
karabin/(15).jpg,17.0,13.0,8.0,5.0,6.0,19.0,15.0,5.0,13.0,8.0,21.0,28.0,19.0,13.0,8.0,1.0,5.0,14.0,15.0,16.0,21.0,17.0,19.0,7.0,4.0,3.0,0.0,14.0,11.0,11.0,0.0,5.0,13.0,17.0,13.0,16.0,24.0,15.0,18.0,23.0,karabin
karabin/(10).jpg,4.0,0.0,4.0,1.0,2.0,0.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,3.0,7.0,6.0,3.0,0.0,1.0,4.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,karabin
karabin/(37).jpg,0.0,7.0,0.0,2.0,0.0,4.0,8.0,0.0,0.0,0.0,6.0,31.0,3.0,0.0,0.0,0.0,1.0,0.0,8.0,4.0,8.0,0.0,10.0,0.0,0.0,0.0,1.0,14.0,1.0,2.0,0.0,3.0,246.0,4.0,11.0,0.0,94.0,11.0,1.0,20.0,karabin
karabin/(80).jpg,14.0,19.0,3.0,25.0,33.0,4.0,16.0,7.0,4.0,6.0,31.0,9.0,15.0,6.0,31.0,10.0,2.0,2.0,9.0,8.0,9.0,7.0,10.0,10.0,7.0,1.0,16.0,20.0,3.0,3.0,14.0,16.0,34.0,14.0,19.0,5.0,29.0,6.0,9.0,16.0,karabin
karabin/(33).jpg,4.0,11.0,7.0,14.0,4.0,42.0,5.0,9.0,3.0,0.0,6.0,16.0,16.0,8.0,11.0,1.0,2.0,8.0,3.0,2.0,2.0,33.0,3.0,8.0,5.0,42.0,3.0,5.0,7.0,0.0,2.0,67.0,76.0,5.0,23.0,3.0,22.0,10.0,7.0,5.0,karabin
karabin/IMG_20201111_220157.jpg,7.0,21.0,3.0,11.0,21.0,31.0,6.0,13.0,6.0,4.0,15.0,32.0,18.0,2.0,7.0,5.0,1.0,8.0,1.0,3.0,3.0,30.0,1.0,8.0,10.0,14.0,9.0,37.0,18.0,5.0,5.0,7.0,4.0,2.0,21.0,7.0,4.0,37.0,53.0,10.0,karabin
karabin/(77).jpg,0.0,27.0,2.0,0.0,0.0,34.0,13.0,0.0,3.0,0.0,15.0,41.0,18.0,0.0,2.0,0.0,1.0,1.0,15.0,3.0,17.0,0.0,3.0,0.0,0.0,18.0,0.0,4.0,1.0,3.0,0.0,13.0,216.0,4.0,12.0,1.0,8.0,1.0,1.0,23.0,karabin
karabin/(42).jpg,9.0,5.0,2.0,40.0,48.0,12.0,8.0,6.0,5.0,6.0,9.0,5.0,7.0,3.0,17.0,32.0,9.0,4.0,7.0,5.0,3.0,8.0,3.0,7.0,15.0,18.0,62.0,16.0,17.0,9.0,3.0,7.0,3.0,14.0,10.0,7.0,21.0,6.0,7.0,12.0,karabin
karabin/(47).jpg,15.0,18.0,15.0,35.0,5.0,8.0,7.0,8.0,10.0,17.0,12.0,6.0,12.0,8.0,15.0,6.0,12.0,15.0,14.0,12.0,7.0,1.0,16.0,5.0,4.0,7.0,10.0,15.0,15.0,8.0,3.0,3.0,11.0,18.0,7.0,5.0,99.0,8.0,2.0,7.0,karabin
karabin/IMG_20201111_220158.jpg,3.0,54.0,7.0,12.0,13.0,48.0,7.0,6.0,4.0,6.0,17.0,28.0,31.0,9.0,3.0,1.0,3.0,3.0,3.0,13.0,5.0,26.0,6.0,11.0,3.0,7.0,2.0,16.0,11.0,10.0,3.0,9.0,41.0,4.0,19.0,7.0,11.0,15.0,22.0,1.0,karabin
karabin/(90).jpg,7.0,3.0,4.0,21.0,10.0,1.0,3.0,5.0,8.0,0.0,5.0,4.0,10.0,3.0,8.0,8.0,8.0,5.0,5.0,2.0,2.0,7.0,9.0,1.0,3.0,5.0,13.0,9.0,9.0,2.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,2.0,karabin
karabin/(97).jpg,0.0,95.0,3.0,11.0,0.0,35.0,13.0,0.0,5.0,0.0,68.0,12.0,130.0,1.0,2.0,0.0,1.0,1.0,28.0,0.0,31.0,2.0,2.0,0.0,1.0,2.0,1.0,10.0,16.0,1.0,0.0,0.0,12.0,2.0,6.0,0.0,0.0,0.0,2.0,7.0,karabin
karabin/(96).jpg,15.0,6.0,10.0,22.0,7.0,8.0,7.0,2.0,11.0,6.0,11.0,16.0,20.0,15.0,16.0,9.0,9.0,7.0,7.0,3.0,8.0,20.0,29.0,14.0,0.0,16.0,7.0,8.0,0.0,6.0,14.0,12.0,26.0,25.0,2.0,7.0,12.0,40.0,45.0,3.0,karabin
karabin/IMG_20201111_220146.jpg,24.0,4.0,6.0,21.0,14.0,60.0,2.0,5.0,10.0,2.0,11.0,5.0,20.0,13.0,16.0,5.0,14.0,17.0,15.0,6.0,27.0,21.0,10.0,20.0,7.0,0.0,13.0,52.0,21.0,4.0,6.0,1.0,4.0,9.0,4.0,5.0,4.0,8.0,5.0,10.0,karabin
karabin/IMG_20201111_220201.jpg,10.0,31.0,4.0,11.0,11.0,14.0,8.0,5.0,7.0,4.0,15.0,10.0,21.0,3.0,7.0,8.0,7.0,14.0,12.0,7.0,14.0,31.0,10.0,10.0,5.0,0.0,8.0,24.0,4.0,6.0,10.0,10.0,61.0,14.0,14.0,10.0,16.0,17.0,23.0,4.0,karabin
karabin/(75).jpg,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,karabin
karabin/(68).jpg,5.0,2.0,6.0,3.0,14.0,21.0,5.0,9.0,13.0,11.0,5.0,14.0,5.0,6.0,4.0,15.0,9.0,6.0,5.0,5.0,12.0,2.0,2.0,2.0,8.0,39.0,13.0,2.0,2.0,2.0,6.0,5.0,1.0,14.0,15.0,8.0,1.0,9.0,6.0,2.0,karabin
karabin/IMG_20201111_220144.jpg,13.0,3.0,3.0,8.0,9.0,13.0,7.0,6.0,12.0,4.0,10.0,8.0,13.0,12.0,5.0,19.0,26.0,18.0,7.0,4.0,10.0,4.0,14.0,11.0,5.0,0.0,22.0,15.0,7.0,8.0,9.0,2.0,1.0,16.0,4.0,11.0,1.0,6.0,10.0,12.0,karabin
karabin/(2).jpg,10.0,7.0,8.0,9.0,10.0,11.0,3.0,12.0,2.0,6.0,12.0,11.0,11.0,6.0,13.0,1.0,3.0,4.0,4.0,18.0,3.0,47.0,10.0,14.0,18.0,12.0,8.0,11.0,3.0,12.0,29.0,16.0,24.0,9.0,26.0,5.0,13.0,29.0,38.0,13.0,karabin
karabin/orig.png,9.0,1.0,2.0,1.0,11.0,10.0,2.0,5.0,2.0,7.0,2.0,12.0,1.0,4.0,33.0,17.0,1.0,14.0,13.0,2.0,3.0,0.0,13.0,6.0,2.0,16.0,29.0,3.0,1.0,0.0,9.0,31.0,14.0,13.0,16.0,3.0,7.0,7.0,5.0,6.0,karabin
karabin/(85).jpg,10.0,13.0,11.0,26.0,26.0,6.0,8.0,10.0,15.0,5.0,14.0,23.0,10.0,10.0,12.0,16.0,10.0,4.0,2.0,19.0,6.0,4.0,5.0,7.0,7.0,9.0,25.0,11.0,10.0,15.0,14.0,44.0,34.0,5.0,13.0,12.0,14.0,4.0,2.0,9.0,karabin
karabin/(58).jpg,8.0,17.0,16.0,18.0,1.0,11.0,23.0,5.0,0.0,1.0,23.0,10.0,24.0,14.0,0.0,4.0,3.0,8.0,15.0,10.0,8.0,12.0,8.0,18.0,4.0,9.0,1.0,12.0,13.0,10.0,2.0,4.0,66.0,8.0,10.0,11.0,34.0,21.0,28.0,10.0,karabin
karabin/(11).jpg,4.0,2.0,2.0,8.0,15.0,51.0,3.0,25.0,18.0,8.0,7.0,15.0,6.0,4.0,16.0,6.0,5.0,4.0,2.0,5.0,3.0,25.0,8.0,5.0,16.0,54.0,8.0,44.0,14.0,5.0,32.0,25.0,4.0,2.0,23.0,6.0,3.0,6.0,6.0,5.0,karabin
karabin/(70).jpg,5.0,6.0,13.0,38.0,39.0,12.0,11.0,3.0,6.0,14.0,12.0,7.0,8.0,6.0,9.0,18.0,11.0,10.0,13.0,11.0,9.0,3.0,10.0,8.0,7.0,29.0,26.0,9.0,6.0,9.0,1.0,21.0,5.0,9.0,15.0,4.0,25.0,5.0,1.0,3.0,karabin
karabin/(44).jpg,1.0,4.0,5.0,3.0,10.0,0.0,3.0,1.0,2.0,2.0,3.0,1.0,8.0,1.0,6.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,5.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,0.0,1.0,0.0,karabin
karabin/IMG_20201111_220205.jpg,4.0,13.0,5.0,13.0,9.0,34.0,7.0,5.0,7.0,9.0,11.0,36.0,15.0,7.0,18.0,5.0,3.0,9.0,3.0,3.0,5.0,36.0,3.0,9.0,5.0,13.0,13.0,28.0,19.0,3.0,8.0,13.0,12.0,6.0,10.0,9.0,2.0,34.0,47.0,9.0,karabin
karabin/IMG_20201111_220147.jpg,7.0,17.0,5.0,14.0,25.0,41.0,7.0,3.0,5.0,6.0,15.0,33.0,23.0,11.0,6.0,1.0,7.0,8.0,7.0,11.0,4.0,18.0,4.0,6.0,3.0,6.0,5.0,27.0,13.0,11.0,6.0,18.0,28.0,5.0,23.0,10.0,14.0,21.0,23.0,3.0,karabin
karabin/IMG_20201111_220140.jpg,11.0,31.0,4.0,18.0,7.0,57.0,5.0,7.0,8.0,1.0,19.0,11.0,36.0,12.0,13.0,1.0,9.0,27.0,5.0,3.0,8.0,15.0,7.0,19.0,6.0,6.0,5.0,42.0,23.0,1.0,9.0,2.0,9.0,18.0,3.0,8.0,1.0,7.0,11.0,15.0,karabin
karabin/(30).jpg,0.0,9.0,2.0,9.0,29.0,5.0,1.0,0.0,0.0,4.0,5.0,0.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,5.0,2.0,4.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,karabin
karabin/(62).jpg,17.0,13.0,17.0,13.0,16.0,7.0,7.0,9.0,22.0,6.0,9.0,4.0,10.0,20.0,21.0,14.0,9.0,13.0,15.0,11.0,13.0,38.0,13.0,14.0,12.0,5.0,24.0,9.0,6.0,5.0,13.0,4.0,3.0,13.0,4.0,7.0,3.0,24.0,24.0,14.0,karabin
karabin/(66).jpg,4.0,16.0,5.0,3.0,6.0,10.0,1.0,11.0,1.0,2.0,4.0,7.0,2.0,1.0,10.0,2.0,13.0,0.0,2.0,9.0,3.0,2.0,6.0,2.0,5.0,12.0,18.0,5.0,4.0,6.0,4.0,5.0,3.0,4.0,5.0,4.0,3.0,1.0,2.0,1.0,karabin
karabin/IMG_20201111_220204.jpg,8.0,22.0,10.0,15.0,21.0,36.0,9.0,5.0,6.0,5.0,14.0,20.0,21.0,15.0,5.0,2.0,3.0,8.0,4.0,6.0,6.0,34.0,6.0,12.0,4.0,6.0,12.0,31.0,12.0,2.0,5.0,14.0,18.0,8.0,20.0,9.0,12.0,12.0,28.0,14.0,karabin
karabin/(43).jpg,3.0,3.0,5.0,9.0,15.0,0.0,4.0,1.0,4.0,10.0,3.0,7.0,4.0,7.0,5.0,7.0,2.0,3.0,3.0,4.0,4.0,10.0,4.0,6.0,6.0,0.0,9.0,4.0,0.0,1.0,8.0,10.0,12.0,0.0,9.0,8.0,9.0,6.0,9.0,12.0,karabin
karabin/IMG_20201111_220139.jpg,9.0,59.0,2.0,16.0,8.0,58.0,7.0,2.0,3.0,1.0,17.0,10.0,49.0,10.0,6.0,1.0,3.0,21.0,6.0,4.0,14.0,12.0,5.0,21.0,4.0,0.0,1.0,44.0,22.0,4.0,7.0,1.0,13.0,14.0,2.0,5.0,5.0,8.0,13.0,13.0,karabin
karabin/IMG_20201111_220153.jpg,7.0,41.0,1.0,19.0,1.0,68.0,11.0,7.0,5.0,0.0,27.0,15.0,45.0,6.0,7.0,1.0,8.0,10.0,7.0,1.0,6.0,17.0,3.0,10.0,2.0,4.0,3.0,45.0,21.0,3.0,4.0,0.0,25.0,20.0,6.0,5.0,2.0,13.0,12.0,12.0,karabin
karabin/(8).jpg,15.0,14.0,11.0,11.0,13.0,34.0,18.0,11.0,3.0,25.0,17.0,5.0,12.0,15.0,15.0,29.0,20.0,16.0,7.0,14.0,7.0,3.0,21.0,13.0,1.0,5.0,17.0,24.0,17.0,16.0,13.0,3.0,2.0,19.0,2.0,9.0,4.0,6.0,4.0,9.0,karabin
